Station_ID	Tide_Amp (ft)	calendar_year	min_date	max_date	90th%Upper_water_level (ft NAVD88)	10%thLower_water_level (ft NAVD88)	avg_water_level (ft NAVD88)	avg_flooding (ft)	90%thUpper_flooding (ft)	10%thLower_flooding (ft)	GEOID	std_deviation_water_level(ft NAVD88)	std_deviation_avg_flooding (ft)
CRMS6042-H01	0.359867	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	4.65	0.68	2.39	0.11	2.364	-1.606	GEOID99   	1.55	1.55
CRMS6042-H01	0.5515765	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.73	0.82	1.8	-0.48	0.45	-1.47	GEOID99   	0.72	0.72
CRMS6042-W01	0.1066327	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	3.52	1.79	2.5	0.21	1.23	-0.5	GEOID99   	0.69	0.69
CRMS6042-W01	0.1123207	2010	1/1/2010 12:00:00 AM	9/30/2010 1:00:00 PM	3.19	1.95	2.48	0.19	0.9	-0.34	GEOID99   	0.46	0.46
CRMS6088-H01	0.8064538	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.17	-0.45	0.85	-0.42	0.9	-1.72	GEOID99   	1.08	1.08
CRMS6088-H01	0.6746619	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	3.19	-0.19	1.33	0.06	1.92	-1.46	GEOID99   	1.42	1.42
CRMS6088-H01	0.7392809	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.24	-0.23	0.99	-0.28	0.98	-1.49	GEOID99   	1.06	1.06
CRMS6088-H01	0.6185988	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	2.04	-0.38	0.78	-0.49	0.77	-1.64	GEOID99   	1.01	1.01
CRMS6088-H01	0.6907863	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	3	-0.06	1.33	0.04	1.71	-1.34	GEOID99   	1.36	1.36
CRMS6090-H01	0.8309188	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.71	-0.45	0.9	-0.23	1.58	-1.58	GEOID99   	1.19	1.19
CRMS6090-H01	0.6578584	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	3.63	-0.2	1.47	0.35	2.5	-1.32	GEOID99   	1.72	1.72
CRMS6090-H01	0.7295208	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.42	-0.13	1.14	0.01	1.3	-1.26	GEOID99   	1.17	1.17
CRMS6090-H01	0.7195613	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	2.39	-0.31	0.91	-0.22	1.26	-1.44	GEOID99   	1.11	1.11
CRMS6090-H01	0.7154209	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.87	-0.02	1.3	0.16	1.73	-1.17	GEOID99   	1.14	1.14
CRMS6209-H01	0.1959294	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.8	0.07	0.89	0.14	1.05	-0.68	GEOID99   	0.82	0.82
CRMS6209-H01	0.1785118	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.92	-0.01	0.93	0.18	1.17	-0.76	GEOID99   	0.75	0.75
CRMS6209-H01	0.1836604	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.59	-0.14	0.75	0.01	0.84	-0.89	GEOID99   	0.64	0.64
CRMS6209-H01	0.2102002	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.62	0.02	0.83	0.08	0.87	-0.73	GEOID99   	0.71	0.71
CRMS6209-H01	0.1879417	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.85	0.2	1.08	0.33	1.1	-0.55	GEOID99   	0.85	0.85
CRMS6299-H01	0.0765549	2008	1/29/2008 4:00:00 PM	12/31/2008 11:00:00 PM	2.03	0.48	1.17	0.28	1.14	-0.41	GEOID99   	0.78	0.78
CRMS6299-H01	0.05235898	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.98	0.47	1.25	0.36	1.09	-0.43	GEOID99   	0.6	0.6
CRMS6299-H01	0.09418464	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.8	0.51	1.11	0.22	0.9	-0.39	GEOID99   	0.53	0.53
CRMS6299-H01	0.08020216	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.76	0.46	1.08	0.19	0.87	-0.43	GEOID99   	0.6	0.6
CRMS6299-H01	0.09159349	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.99	0.68	1.3	0.41	1.1	-0.21	GEOID99   	0.58	0.58
CRMS6301-H01	0.01086727	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.81	1.17	1.47	0.11	0.45	-0.2	GEOID99   	0.24	0.24
CRMS6301-H01	0.008680833	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2	1.25	1.61	0.25	0.64	-0.11	GEOID99   	0.28	0.28
CRMS6302-H01	0.2052465	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.2	0.18	0.7	-0.89	-0.39	-1.41	GEOID99   	0.41	0.41
CRMS6303-H01	0.3493599	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.94	0.31	1.16	-0.24	0.54	-1.09	GEOID99   	0.63	0.63
CRMS6303-H01	0.3427605	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.64	0.4	1.08	-0.32	0.24	-1	GEOID99   	0.54	0.54
CRMS6303-H01	0.3454013	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.8	0.64	1.25	-0.15	0.4	-0.76	GEOID99   	0.52	0.52
CRMS6304-H01	0.6985258	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.11	0.52	1.28	-0.58	0.25	-1.34	GEOID99   	0.63	0.63
CRMS6304-H01	0.6047077	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	2.11	0.39	1.27	-0.59	0.25	-1.47	GEOID99   	0.68	0.68
CRMS6304-H01	0.700703	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.05	0.56	1.32	-0.54	0.19	-1.3	GEOID99   	0.59	0.59
CS02-06	0.007687618	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.85	0.84	1.31	0.18	0.73	-0.3	GEOID99   	0.42	0.43
CS02-06	0.01549741	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.63	0.64	1.12	-0.2	0.31	-0.68	GEOID99   	0.37	0.38
CS02-17	0.003014285	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.82	0.82	1.32	0	0.5	-0.5	GEOID99   	0.44	0.44
CS02-17	0.005977718	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.56	0.79	1.16	-0.16	0.24	-0.53	GEOID99   	0.3	0.3
CS02-17	0.008519274	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.2	0.34	0.77	-0.55	-0.12	-0.98	GEOID99   	0.34	0.34
CS02-17	0.02019299	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.31	0.42	0.87	-0.45	-0.01	-0.9	GEOID99   	0.35	0.35
CS02-17	0.00347882	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.82	0.31	1.1	-0.22	0.5	-1.01	GEOID99   	0.58	0.58
CS02-17	0.01938531	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.41	0.45	0.9	-0.43	0.09	-0.87	GEOID99   	0.36	0.36
CS09-02R	0.3027797	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.68	0.52	1.14	-0.22	0.32	-0.84	GEOID99   	0.45	0.45
CS09-02R	0.3494321	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.57	0.38	0.98	-0.38	0.21	-0.98	GEOID99   	0.45	0.45
CS09-02R	0.3290269	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.8	0.47	1.17	-0.19	0.44	-0.89	GEOID99   	0.51	0.51
CS09-02R	0.3588392	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	2.02	0.51	1.28	-0.08	0.66	-0.85	GEOID99   	0.57	0.57
CS09-02R	0.3903422	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.81	0.47	1.16	-0.2	0.45	-0.89	GEOID99   	0.51	0.51
CS09-18R	0.2283475	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.87	0.54	1.2	0.07	0.74	-0.6	GEOID99   	0.57	0.58
CS09-18R	0.1972521	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.61	0.5	1.09	-0.01	0.52	-0.61	GEOID99   	0.45	0.46
CS09-18R	0.1400532	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.75	0.49	1.12	0.03	0.66	-0.6	GEOID99   	0.49	0.49
CS09-18R	0.2081596	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.72	0.59	1.16	0.07	0.63	-0.5	GEOID99   	0.45	0.45
CS09-18R	0.2178907	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.88	0.51	1.23	0.14	0.79	-0.58	GEOID99   	0.53	0.53
CS09-18R	0.2384268	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.65	0.44	1.05	-0.04	0.56	-0.65	GEOID99   	0.48	0.48
CS09-21	0.231713	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.97	0.65	1.3	0.45	1.12	-0.2	GEOID99   	0.57	0.57
CS09-21	0.1777499	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.78	0.58	1.21	0.36	0.93	-0.27	GEOID99   	0.5	0.5
CS09-21	0.2055371	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.64	0.35	1.01	0.16	0.79	-0.5	GEOID99   	0.5	0.5
CS09-21	0.2181729	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.8	0.5	1.18	0.33	0.95	-0.35	GEOID99   	0.52	0.52
CS09-21	0.2256909	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.96	0.54	1.29	0.44	1.11	-0.31	GEOID99   	0.55	0.55
CS09-21	0.2414375	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.78	0.51	1.15	0.3	0.93	-0.34	GEOID99   	0.51	0.51
CS09-24R	0.2554662	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.91	0.38	1.19	0.15	0.87	-0.66	GEOID99   	0.64	0.64
CS17-01R	0.4641113	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.43	-0.01	0.74	0.74	1.43	-0.01	GEOID99   	0.59	0.59
CS17-01R	0.502597	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.32	-0.2	0.59	0.59	1.32	-0.2	GEOID99   	0.6	0.6
CS17-01R	0.3393987	2003	1/1/2003 12:00:00 AM	12/3/2003 8:00:00 AM	1.43	0.01	0.78	0.24	0.61	-0.13	GEOID99   	0.55	0.26
CS17-02R	0.01495357	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.53	0.73	1.07	0.15	0.61	-0.19	GEOID99   	0.36	0.36
CS17-02R	0.009359774	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.05	0.57	0.81	-0.11	0.13	-0.35	GEOID99   	0.18	0.18
CS17-02R	0.005342668	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	0.87	0.31	0.59	-0.33	-0.05	-0.61	GEOID99   	0.23	0.23
CS17-02R	0.04145438	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.47	0.71	1.02	0.1	0.55	-0.21	GEOID99   	0.31	0.31
CS17-02R	0.03454586	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.63	0.69	1.06	0.14	0.71	-0.23	GEOID99   	0.43	0.43
CS17-02R	0.02940429	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.29	0.59	0.94	0.01	0.37	-0.33	GEOID99   	0.27	0.28
CS17-11	0.009872301	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.61	0.79	1.14	0.17	0.64	-0.18	GEOID99   	0.36	0.36
CS17-11	0.005194492	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.1	0.52	0.81	-0.16	0.13	-0.45	GEOID99   	0.23	0.23
CS17-11	0.002481827	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	0.96	0.35	0.63	-0.34	-0.01	-0.62	GEOID99   	0.24	0.24
CS17-11	0.0125968	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.59	0.79	1.12	0.15	0.62	-0.18	GEOID99   	0.33	0.33
CS17-11	0.01939165	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.54	0.73	1.1	0.09	0.55	-0.3	GEOID99   	0.42	0.44
CS17-11	0.02076782	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.34	0.64	0.99	0.02	0.37	-0.33	GEOID99   	0.27	0.27
CS17-12	0.009170812	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.18	0.37	0.71	-0.32	0.15	-0.66	GEOID99   	0.37	0.37
CS17-12	0.007169783	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.17	0.69	0.95	-0.08	0.14	-0.34	GEOID99   	0.18	0.18
CS17-12	0.007068059	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.09	0.46	0.79	-0.24	0.06	-0.57	GEOID99   	0.25	0.25
CS17-12	0.01926699	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.73	0.89	1.24	0.19	0.7	-0.18	GEOID99   	0.33	0.35
CS17-12	0.01495006	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.91	0.97	1.34	0.31	0.88	-0.06	GEOID99   	0.44	0.44
CS17-12	0.02006304	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.58	0.87	1.22	0.19	0.55	-0.16	GEOID99   	0.28	0.28
CS20-03	0.01000469	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.43	0.67	1.08	-0.43	-0.08	-0.84	GEOID99   	0.47	0.47
CS20-03	0.009413861	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.3	0.71	0.97	-0.21	0.12	-0.47	GEOID99   	0.23	0.23
CS20-03	0.01156997	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1	0.25	0.59	-0.78	-0.37	-1.12	GEOID99   	0.31	0.31
CS20-03	0.01548579	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.53	0.68	1.09	-0.28	0.16	-0.69	GEOID99   	0.34	0.34
CS20-03	0.02173089	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.89	0.8	1.28	0.09	0.71	-0.4	GEOID99   	0.42	0.43
CS20-03	0.0516553	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.77	0.6	1.11	-0.4	0.26	-0.91	GEOID99   	0.53	0.53
CS20-03	0.02603194	2006	1/1/2006 12:00:00 AM	12/31/2006 11:00:00 PM	1.51	0.46	0.88	-0.63	0.003	-1.05	GEOID99   	0.41	0.41
CS20-03	0.07649132	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.85	0.77	1.25	-0.26	0.34	-0.74	GEOID99   	0.4	0.4
CS20-03	0.02550221	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.77	0.77	1.23	-0.28	0.26	-0.74	GEOID99   	0.39	0.39
CS20-03	0.03297748	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.92	0.64	1.25	-0.26	0.41	-0.88	GEOID99   	0.49	0.49
CS20-07	0.01414297	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.09	0.49	0.77	0.77	1.09	0.49	GEOID99   	0.24	0.24
CS20-09	0.01794616	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.6	0.7	1.13	-0.12	0.35	-0.55	GEOID99   	0.47	0.47
CS20-09	0.02698605	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.25	0.7	0.96	-0.29	0	-0.55	GEOID99   	0.23	0.23
CS20-09	0.004587288	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.01	0.34	0.63	-0.62	-0.24	-0.91	GEOID99   	0.27	0.27
CS20-09	0.02296544	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.54	0.7	1.11	-0.14	0.29	-0.55	GEOID99   	0.34	0.34
CS20-09	0.04435753	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.76	0.7	1.19	-0.06	0.51	-0.55	GEOID99   	0.42	0.42
CS20-09	0.03177204	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.34	0.52	0.9	-0.35	0.09	-0.73	GEOID99   	0.33	0.33
CS20-09	0.02142013	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.28	0.54	0.93	-0.33	0.03	-0.71	GEOID99   	0.27	0.27
CS20-09	0.04668699	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.77	0.87	1.24	-0.01	0.52	-0.38	GEOID99   	0.33	0.33
CS20-09	0.07131312	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.83	0.92	1.3	0.05	0.58	-0.33	GEOID99   	0.42	0.42
CS20-09	0.06682953	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.96	0.77	1.29	0.04	0.71	-0.48	GEOID99   	0.48	0.48
CS20-106	0.005793094	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.75	0.78	1.23	-0.04	0.48	-0.49	GEOID99   	0.5	0.5
CS20-106	0.00805946	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.07	0.29	0.62	-0.65	-0.2	-0.98	GEOID99   	0.32	0.32
CS20-106	0.00301183	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.62	0.66	1.11	-0.16	0.35	-0.61	GEOID99   	0.37	0.37
CS20-106	0.005267991	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.98	0.85	1.35	0.08	0.71	-0.42	GEOID99   	0.44	0.44
CS20-106	0.005320324	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.47	0.39	0.89	-0.38	0.2	-0.88	GEOID99   	0.41	0.41
CS20-106	0.004600002	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.75	0.95	1.32	0.05	0.48	-0.32	GEOID99   	0.3	0.3
CS20-106	0.03834974	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.39	0.83	1.4	0.13	1.12	-0.44	GEOID99   	0.6	0.6
CS20-106	0.08851173	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.47	0.56	1.35	0.08	1.2	-0.71	GEOID99   	0.72	0.72
CS20-106	0.003204052	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.79	1.1	1.44	0.17	0.52	-0.17	GEOID99   	0.26	0.26
CS20-14R	0.2404018	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.89	0.56	1.22	-0.06	0.61	-0.72	GEOID99   	0.58	0.58
CS20-14R	0.2965026	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.54	0.49	1.05	-0.22	0.31	-0.79	GEOID99   	0.43	0.44
CS20-14R	0.3496217	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.48	0.32	0.91	-0.37	0.2	-0.96	GEOID99   	0.44	0.44
CS20-14R	0.2724428	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.68	0.42	1.11	-0.17	0.4	-0.86	GEOID99   	0.48	0.48
CS20-14R	0.3268386	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.77	0.54	1.2	-0.08	0.49	-0.75	GEOID99   	0.48	0.48
CS20-14R	0.328265	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.82	0.41	1.12	-0.16	0.54	-0.87	GEOID99   	0.54	0.54
CS20-14R	0.3354389	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.77	0.6	1.18	-0.1	0.49	-0.69	GEOID99   	0.46	0.46
CS20-14R	0.2440235	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.75	0.71	1.24	-0.04	0.47	-0.57	GEOID99   	0.41	0.41
CS20-14R	0.3316677	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.79	0.61	1.21	-0.07	0.51	-0.67	GEOID99   	0.63	0.63
CS20-14R	0.3067299	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.87	0.52	1.21	-0.07	0.59	-0.76	GEOID99   	0.53	0.53
CS20-14R	0.282975	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.47	0.44	0.98	-0.3	0.19	-0.84	GEOID99   	0.42	0.42
CS20-14R	0.2436242	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.7	0.74	1.23	-0.05	0.42	-0.54	GEOID99   	0.39	0.39
CS20-15R	0.3401116	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	2	0.51	1.25	-0.05	0.7	-0.79	GEOID99   	0.64	0.64
CS20-15R	0.3534746	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.44	-0.31	0.64	-0.66	0.14	-1.61	GEOID99   	0.63	0.63
CS20-15R	0.3552656	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.6	-0.2	0.85	-0.42	0.34	-1.5	GEOID99   	0.64	0.65
CS20-15R	0.3801403	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.88	0.49	1.2	0.02	0.72	-0.71	GEOID99   	0.56	0.59
CS20-15R	0.4188476	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.72	0.26	1.02	-0.26	0.44	-1.02	GEOID99   	0.56	0.56
CS20-15R	0.4362487	2004	1/1/2004 12:00:00 AM	12/31/2004 11:00:00 PM	1.82	0.46	1.13	-0.15	0.54	-0.82	GEOID99   	0.53	0.53
CS20-15R	0.4709235	2006	1/1/2006 12:00:00 AM	12/31/2006 11:00:00 PM	1.75	0.28	1.02	-0.26	0.47	-1	GEOID99   	0.57	0.58
CS20-15R	0.4266153	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.88	0.6	1.23	-0.05	0.6	-0.68	GEOID99   	0.5	0.5
CS20-15R	0.448832	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.79	0.57	1.2	-0.08	0.51	-0.71	GEOID99   	0.52	0.52
CS20-15R	0.4577868	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.03	0.45	1.26	-0.02	0.75	-0.83	GEOID99   	0.62	0.62
CS20-15R	0.463166	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.73	0.33	1.05	-0.23	0.45	-0.95	GEOID99   	0.56	0.56
CS20-15R	0.4922281	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.02	0.41	1.25	-0.03	0.74	-0.87	GEOID99   	0.64	0.64
CS20-17	0.00520276	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.5	0.57	1.02	0.2	0.68	-0.25	GEOID99   	0.47	0.47
CS20-17	0.006985181	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.18	0.61	0.85	0.05	0.37	-0.2	GEOID99   	0.23	0.23
CS20-17	0.003636447	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	0.9	0.24	0.52	-0.29	0.09	-0.57	GEOID99   	0.28	0.28
CS20-17	0.003612527	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.45	0.57	1	0.19	0.64	-0.24	GEOID99   	0.35	0.35
CS20-17	0.01133939	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.74	0.6	1.08	0.27	0.93	-0.21	GEOID99   	0.46	0.46
CS20-17	0.009751641	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.36	0.52	0.91	0.1	0.55	-0.29	GEOID99   	0.34	0.34
CS21-07R	0.3773228	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	2.04	0.61	1.32	0.02	0.74	-0.69	GEOID99   	0.62	0.62
CS21-07R	0.3896601	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.69	0.24	0.99	-0.31	0.39	-1.06	GEOID99   	0.59	0.59
CS21-07R	0.4412305	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.74	0.43	1.05	-0.25	0.44	-0.87	GEOID99   	0.58	0.58
CS21-07R	0.4575231	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.9	0.41	1.19	-0.12	0.6	-0.89	GEOID99   	0.61	0.61
CS21-07R	0.4908885	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	2.03	0.36	1.21	-0.09	0.73	-0.94	GEOID99   	0.68	0.68
CS21-07R	0.5419084	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.94	0.38	1.18	-0.12	0.64	-0.92	GEOID99   	0.63	0.63
CS21-19	0.3523129	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.91	0.47	1.17	-0.2	0.54	-0.9	GEOID99   	0.59	0.59
CS21-19	0.04752193	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.09	0.18	0.61	-0.76	-0.28	-1.19	GEOID99   	0.37	0.37
CS21-19	0.04390484	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.6	0.49	0.99	-0.38	0.23	-0.88	GEOID99   	0.44	0.44
CS21-19	0.03483703	2002	1/1/2002 12:00:00 AM	12/31/2002 11:00:00 PM	1.76	0.6	1.13	-0.24	0.39	-0.77	GEOID99   	0.52	0.52
CS21-19	0.05026818	2003	1/1/2003 12:00:00 AM	12/31/2003 11:00:00 PM	1.37	0.47	0.92	-0.45	0	-0.9	GEOID99   	0.36	0.36
CS21-26	0.2756157	1998	1/1/1998 12:00:00 AM	12/31/1998 11:00:00 PM	1.61	0.15	0.85	-0.4	0.36	-1.1	GEOID99   	0.6	0.6
CS21-26	0.3004786	1999	1/1/1999 12:00:00 AM	12/31/1999 11:00:00 PM	1.17	0.18	0.66	-0.59	-0.08	-1.07	GEOID99   	0.39	0.39
CS21-26	0.04413629	2000	1/1/2000 12:00:00 AM	12/31/2000 11:00:00 PM	1.13	-0.08	0.6	-0.66	-0.12	-1.33	GEOID99   	0.42	0.42
CS21-26	0.03976309	2001	1/1/2001 12:00:00 AM	12/31/2001 11:00:00 PM	1.65	0.44	0.99	-0.26	0.4	-0.81	GEOID99   	0.47	0.47
